grupo;snis_grupo;subgrupo;snis_subgrupo;snis_familias_informacao_indicador;snis_informacao_indicador;snis_unidade;codigo_variavel;nome_variavel
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO142 - Quantidade de RDO e RPU coletada por outros agentes executores;[Tonelada/ano];CO142;Quantidade de RDO e RPU coletada por outros agentes executores
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO143 - Quantidade de RDO coletada por cooperativas ou associações de catadores que tenham parceria com a prefeitura;[tonelada];CO143;Quantidade de RDO coletada por cooperativas ou associações de catadores que tenham parceria com a prefeitura
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO144 - Quantidade de RPU coletada por cooperativas ou associações de catadores que tenham parceria com a prefeitura;[tonelada];CO144;Quantidade de RPU coletada por cooperativas ou associações de catadores que tenham parceria com a prefeitura
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO145 - Quantidade de RDO e RPU coletada por cooperativas ou associações de catadores que tenham parceria com a prefeitura;[tonelada];CO145;Quantidade de RDO e RPU coletada por cooperativas ou associações de catadores que tenham parceria com a prefeitura
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO146 - Valor contratual (preço unitário) do serviço de transporte de RDO e RPU da unidade de transbordo (ou ponto correspondente admitido como tal) até o aterro, lixão, incinerador ou outra unidade de destinação final;[R$/tonelada];CO146;Valor contratual (preço unitário) do serviço de transporte de RDO e RPU da unidade de transbordo (ou ponto correspondente admitido como tal) até o aterro, lixão, incinerador ou outra unidade de destinação final
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO147 - População rural do município atendida com serviço de coleta de RDO;[Habitantes];CO147;População rural do município atendida com serviço de coleta de RDO
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO148 - No preço acima está incluído o transporte de RDO e RPU coletados até o aterro, lixão, incinerador ou outra unidade de destinação final?;[Sim/Não];CO148;No preço acima está incluído o transporte de RDO e RPU coletados até o aterro, lixão, incinerador ou outra unidade de destinação final?
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO149 - A distância média do centro de massa à unidade de destinação final de RDO e RPU coletados é superior a 15Km?;[Sim/Não];CO149;A distância média do centro de massa à unidade de destinação final de RDO e RPU coletados é superior a 15Km?
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO150 - Especifique a distância do centro de massa à unidade destinação final quando maior do que 15Km (referente somente à distância de ida);[Km];CO150;Especifique a distância do centro de massa à unidade destinação final quando maior do que 15Km (referente somente à distância de ida)
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO151 - A distância média de transporte à unidade de destinação final de RDO e RPU coletados é superior a 15Km?;[Sim/Não];CO151;A distância média de transporte à unidade de destinação final de RDO e RPU coletados é superior a 15Km?
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO152 - Especifique a distância de transporte à unidade de destinação final quando maior que 15Km (referente somente à distância de ida);[Km];CO152;Especifique a distância de transporte à unidade de destinação final quando maior que 15Km (referente somente à distância de ida)
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO154 - Os resíduos sólidos públicos (RPU) são recolhidos junto com os resíduos sólidos domiciliares (RDO)?;[Sim/Não];CO154;Os resíduos sólidos públicos (RPU) são recolhidos junto com os resíduos sólidos domiciliares (RDO)?
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO155 - Quantidade de veículos aquáticos com idade até 5 anos pertencente ao agente público executor da coleta de RDO e RPU;[Unidade];CO155;Quantidade de veículos aquáticos com idade até 5 anos pertencente ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO156 - Quantidade de veículos aquáticos com idade de 6 a 10 anos pertencente ao agente público executor da coleta de RDO e RPU;[Unidade];CO156;Quantidade de veículos aquáticos com idade de 6 a 10 anos pertencente ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO157 - Quantidade de veículos aquáticos com idade maior que 10 anos pertencente ao agente público executor da coleta de RDO e RPU;[Unidade];CO157;Quantidade de veículos aquáticos com idade maior que 10 anos pertencente ao agente público executor da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO158 - Quantidade de veículos aquáticos com idade até 5 anos pertencentes aos agentes privados executores da coleta de RDO e RPU;[Unidade];CO158;Quantidade de veículos aquáticos com idade até 5 anos pertencentes aos agentes privados executores da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO159 - Quantidade de veículos aquáticos com idade de 6 a 10 anos pertencentes aos agentes privados executores da coleta de RDO e RPU;[Unidade];CO159;Quantidade de veículos aquáticos com idade de 6 a 10 anos pertencentes aos agentes privados executores da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO160 - Quantidade de veículos aquáticos com idade maior que 10 anos pertencentes aos agentes privados executores da coleta de RDO e RPU;[Unidade];CO160;Quantidade de veículos aquáticos com idade maior que 10 anos pertencentes aos agentes privados executores da coleta de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO161 - A operação de destinação final de RDO e RPU em aterro ou lixão é terceirizada ou concedida? Observação importante: Não se trata de terceirização somente de máquinas ou equipamentos.;[Sim/Não];CO161;A operação de destinação final de RDO e RPU em aterro ou lixão é terceirizada ou concedida? Observação importante: Não se trata de terceirização somente de máquinas ou equipamentos.
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO162 - Valor contratual (preço unitário) do serviço de aterramento de RDO e RPU;[R$/tonelada];CO162;Valor contratual (preço unitário) do serviço de aterramento de RDO e RPU
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO163 - Outros veículos utilizados na coleta domiciliar (especificar);[Unidade];CO163;Outros veículos utilizados na coleta domiciliar (especificar)
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO164 - População total atendida no município;[Habitantes];CO164;População total atendida no município
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO165 - População urbana atendida pelo serviço de coleta domiciliar direta, ou seja, porta a porta;[Habitantes];CO165;População urbana atendida pelo serviço de coleta domiciliar direta, ou seja, porta a porta
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO170 - Quantidade total de veículos de tração animal no município (Prefeitura ou SLU);[Unidade];CO170;Quantidade total de veículos de tração animal no município (Prefeitura ou SLU)
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO171 - Quantidade total de veículos de tração animal no município (Empresas contratadas);[Unidade];CO171;Quantidade total de veículos de tração animal no município (Empresas contratadas)
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO172 - Quantidade total de veículos aquáticos (embarcações) no município (Prefeitura ou SLU);[Unidade];CO172;Quantidade total de veículos aquáticos (embarcações) no município (Prefeitura ou SLU)
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO173 - Quantidade total de veículos aquáticos (embarcações) no município (Empresas contratadas);[Unidade];CO173;Quantidade total de veículos aquáticos (embarcações) no município (Empresas contratadas)
residuos-solidos;Resíduos Sólidos;agrupamento-rs;Agrupamento dinâmico de indicadores e informações por ano de referência;Informações sobre coleta domiciliar e pública;CO174 - Quantidade total de motos c/carretinha adaptada à coleta em áreas de difícil acesso no município (Prefeitura ou SLU);[Unidade];CO174;Quantidade total de motos c/carretinha adaptada à coleta em áreas de difícil acesso no município (Prefeitura ou SLU)
